PokemonName,MoveName,Level
Abomasnow,Icy Wind,9
Abomasnow,Grass Whistle,13
Abomasnow,Swagger,17
Abomasnow,Mist,21
Abomasnow,Ice Shard,26
Abomasnow,Ingrain,31
Abomasnow,Wood Hammer,36
Abomasnow,Blizzard,47
Abomasnow,Sheer Cold,58
Vulpix,Ember,1
Vulpix,Tail Whip,4
Vulpix,Roar,7
Vulpix,Baby-Doll Eyes,9
Vulpix,Quick Attack,10
Vulpix,Fire Spin,12
Vulpix,Confuse Ray,15
Vulpix,Imprison,18
Vulpix,Feint Attack,20
Vulpix,Flame Burst,23
Vulpix,Will-O-Wisp,26
Vulpix,Hex,28
Vulpix,Payback,31
Vulpix,Flamethrower,34
Vulpix,Safeguard,36
Vulpix,Extrasensory,39
Vulpix,Fire Blast,42
Vulpix,Grudge,44
Vulpix,Captivate,47
Vulpix,Inferno,50
Ninetales,Ember,1
Ninetales,Tail Whip,4
Ninetales,Roar,7
Ninetales,Baby-Doll Eyes,9
Ninetales,Quick Attack,10
Ninetales,Fire Spin,12
Ninetales,Confuse Ray,15
Ninetales,Imprison,18
Ninetales,Feint Attack,20
Ninetales,Flame Burst,23
Ninetales,Will-O-Wisp,26
Ninetales,Hex,28
Ninetales,Payback,31
Ninetales,Flamethrower,34
Ninetales,Safeguard,36
Ninetales,Extrasensory,39
Ninetales,Fire Blast,42
Ninetales,Grudge,44
Ninetales,Captivate,47
Ninetales,Inferno,50
Growlithe,Bite,1
Growlithe,Roar,1
Growlithe,Ember,6
Growlithe,Leer,8
Growlithe,Odor Sleuth,10
Growlithe,Helping Hand,12
Growlithe,Flame Wheel,17
Growlithe,Reversal,19
Growlithe,Fire Fang,21
Growlithe,Take Down,23
Growlithe,Flame Burst,28
Growlithe,Agility,30
Growlithe,Retaliate,32
Growlithe,Flamethrower,34
Growlithe,Crunch,39
Growlithe,Heat Wave,41
Growlithe,Outrage,43
Growlithe,Flare Blitz,45
Arcanine,Bite,1
Arcanine,Roar,1
Arcanine,Ember,6
Arcanine,Leer,8
Arcanine,Odor Sleuth,10
Arcanine,Helping Hand,12
Arcanine,Flame Wheel,17
Arcanine,Reversal,19
Arcanine,Fire Fang,21
Arcanine,Take Down,23
Arcanine,Flame Burst,28
Arcanine,Agility,30
Arcanine,Retaliate,32
Arcanine,Extreme Speed,34
Arcanine,Flamethrower,34
Arcanine,Crunch,39
Arcanine,Heat Wave,41
Arcanine,Outrage,43
Arcanine,Flare Blitz,45
Ponyta,Tackle,1
Ponyta,Growl,1
Ponyta,Tail Whip,4
Ponyta,Ember,9
Ponyta,Flame Wheel,13
Ponyta,Stomp,17
Ponyta,Flame Charge,21
Ponyta,Fire Spin,25
Ponyta,Take Down,29
Ponyta,Inferno,33
Ponyta,Agility,37
Ponyta,Fire Blast,41
Ponyta,Bounce,45
Ponyta,Flare Blitz,49
Rapidash,Tail Whip,4
Rapidash,Ember,9
Rapidash,Flame Wheel,13
Rapidash,Stomp,17
Rapidash,Flame Charge,21
Rapidash,Fire Spin,25
Rapidash,Take Down,29
Rapidash,Inferno,33
Rapidash,Agility,37
Rapidash,Fury Attack,40
Rapidash,Fire Blast,41
Rapidash,Bounce,45
Rapidash,Flare Blitz,49
Slugma,Smog,1
Slugma,Yawn,1
Slugma,Ember,5
Slugma,Rock Throw,10
Slugma,Harden,14
Slugma,Recover,19
Slugma,Flame Burst,23
Slugma,Ancient Power,28
Slugma,Amnesia,32
Slugma,Lava Plume,37
Slugma,Rock Slide,41
Slugma,Body Slam,46
Slugma,Flamethrower,50
Slugma,Earth Power,55
Magcargo,Ember,5
Magcargo,Rock Throw,10
Magcargo,Harden,14
Magcargo,Recover,19
Magcargo,Flame Burst,23
Magcargo,Ancient Power,28
Magcargo,Amnesia,32
Magcargo,Lava Plume,37
Magcargo,Shell Smash,38
Magcargo,Rock Slide,44
Magcargo,Body Slam,52
Magcargo,Flamethrower,59
Magcargo,Earth Power,67
Numel,Growl,1
Numel,Tackle,1
Numel,Ember,5
Numel,Magnitude,8
Numel,Focus Energy,12
Numel,Flame Burst,15
Numel,Amnesia,19
Numel,Lava Plume,22
Numel,Earth Power,26
Numel,Curse,29
Numel,Take Down,31
Numel,Yawn,36
Numel,Earthquake,40
Numel,Flamethrower,43
Numel,Double-Edge,47
Camerupt,Ember,5
Camerupt,Magnitude,8
Camerupt,Focus Energy,12
Camerupt,Flame Burst,15
Camerupt,Amnesia,19
Camerupt,Lava Plume,22
Camerupt,Earth Power,26
Camerupt,Curse,29
Camerupt,Take Down,31
Camerupt,Rock Slide,33
Camerupt,Yawn,39
Camerupt,Earthquake,46
Camerupt,Eruption,52
Camerupt,Fissure,59
Darumaka,Tackle,1
Darumaka,Rollout,3
Darumaka,Incinerate,6
Darumaka,Rage,9
Darumaka,Fire Fang,11
Darumaka,Headbutt,14
Darumaka,Uproar,17
Darumaka,Facade,19
Darumaka,Fire Punch,22
Darumaka,Work Up,25
Darumaka,Thrash,27
Darumaka,Belly Drum,30
Darumaka,Flare Blitz,33
Darumaka,Taunt,35
Darumaka,Superpower,39
Darumaka,Overheat,42
Darmanitan,Rollout,3
Darmanitan,Incinerate,6
Darmanitan,Rage,9
Darmanitan,Fire Fang,11
Darmanitan,Headbutt,14
Darmanitan,Swagger,17
Darmanitan,Facade,19
Darmanitan,Fire Punch,22
Darmanitan,Work Up,25
Darmanitan,Thrash,27
Darmanitan,Belly Drum,30
Darmanitan,Flare Blitz,33
Darmanitan,Hammer Arm,35
Darmanitan,Taunt,39
Darmanitan,Superpower,47
Darmanitan,Overheat,54
Clamperl,Clamp,1
Clamperl,Iron Defense,1
Clamperl,Water Gun,1
Clamperl,Whirlpool,1
Clamperl,Shell Smash,51
Huntail,Bite,6
Huntail,Screech,10
Huntail,Water Pulse,15
Huntail,Scary Face,19
Huntail,Ice Fang,24
Huntail,Brine,28
Huntail,Baton Pass,33
Huntail,Dive,37
Huntail,Crunch,42
Huntail,Aqua Tail,46
Huntail,Hydro Pump,50
Gorebyss,Confusion,6
Gorebyss,Agility,10
Gorebyss,Water Pulse,15
Gorebyss,Amnesia,19
Gorebyss,Aqua Ring,24
Gorebyss,Captivate,28
Gorebyss,Baton Pass,33
Gorebyss,Dive,37
Gorebyss,Psychic,42
Gorebyss,Aqua Tail,46
Gorebyss,Hydro Pump,50
Slowpoke,Curse,1
Slowpoke,Tackle,1
Slowpoke,Yawn,1
Slowpoke,Growl,5
Slowpoke,Water Gun,9
Slowpoke,Confusion,14
Slowpoke,Disable,19
Slowpoke,Headbutt,23
Slowpoke,Water Pulse,28
Slowpoke,Zen Headbutt,32
Slowpoke,Slack Off,36
Slowpoke,Amnesia,41
Slowpoke,Psychic,45
Slowpoke,Rain Dance,49
Slowpoke,Psych Up,54
Slowpoke,Heal Pulse,58
Slowbro,Growl,5
Slowbro,Water Gun,9
Slowbro,Confusion,14
Slowbro,Disable,19
Slowbro,Headbutt,23
Slowbro,Water Pulse,28
Slowbro,Zen Headbutt,32
Slowbro,Slack Off,36
Slowbro,Withdraw,37
Slowbro,Amnesia,43
Slowbro,Psychic,49
Slowbro,Rain Dance,55
Slowbro,Psych Up,62
Slowbro,Heal Pulse,68
Slowking,Growl,5
Slowking,Water Gun,9
Slowking,Confusion,14
Slowking,Disable,19
Slowking,Headbutt,23
Slowking,Water Pulse,28
Slowking,Zen Headbutt,32
Slowking,Nasty Plot,36
Slowking,Swagger,41
Slowking,Psychic,45
Slowking,Trump Card,49
Slowking,Psych Up,54
Slowking,Heal Pulse,54
Goldeen,Peck,1
Goldeen,Tail Whip,1
Goldeen,Water Sport,1
Goldeen,Supersonic,7
Goldeen,Horn Attack,11
Goldeen,Water Pulse,17
Goldeen,Flail,21
Goldeen,Aqua Ring,27
Goldeen,Fury Attack,31
Goldeen,Waterfall,37
Goldeen,Horn Drill,41
Goldeen,Agility,47
Goldeen,Soak,51
Goldeen,Megahorn,57
Seaking,Supersonic,7
Seaking,Horn Attack,11
Seaking,Water Pulse,17
Seaking,Flail,21
Seaking,Aqua Ring,27
Seaking,Fury Attack,31
Seaking,Waterfall,40
Seaking,Horn Drill,47
Seaking,Agility,56
Seaking,Soak,63
Seaking,Megahorn,72
Barboach,Mud-Slap,1
Barboach,Mud Sport,6
Barboach,Water Sport,6
Barboach,Water Gun,10
Barboach,Mud Bomb,14
Barboach,Amnesia,18
Barboach,Water Pulse,22
Barboach,Magnitude,26
Barboach,Rest,31
Barboach,Snore,31
Barboach,Aqua Tail,35
Barboach,Earthquake,39
Barboach,Future Sight,43
Barboach,Fissure,47
Whiscash,Mud Sport,6
Whiscash,Water Sport,6
Whiscash,Water Gun,10
Whiscash,Mud Bomb,14
Whiscash,Amnesia,18
Whiscash,Water Pulse,22
Whiscash,Magnitude,26
Whiscash,Rest,33
Whiscash,Snore,33
Whiscash,Aqua Tail,39
Whiscash,Earthquake,45
Whiscash,Future Sight,51
Whiscash,Fissure,57
Finneon,Pound,1
Finneon,Water Gun,6
Finneon,Attract,10
Finneon,Rain Dance,13
Finneon,Gust,17
Finneon,Water Pulse,22
Finneon,Captivate,26
Finneon,Safeguard,29
Finneon,Aqua Ring,33
Finneon,Whirlpool,38
Finneon,U-Turn,42
Finneon,Bounce,45
Finneon,Silver Wind,49
Finneon,Soak,54
Lumineon,Water Gun,6
Lumineon,Attract,10
Lumineon,Rain Dance,13
Lumineon,Gust,17
Lumineon,Water Pulse,22
Lumineon,Captivate,26
Lumineon,Safeguard,29
Lumineon,Aqua Ring,35
Lumineon,Whirlpool,42
Lumineon,U-Turn,48
Lumineon,Bounce,53
Lumineon,Silver Wind,59
Lumineon,Soak,66
Chinchou,Bubble,1
Chinchou,Supersonic,1
Chinchou,Thunder Wave,6
Chinchou,Flail,9
Chinchou,Confuse Ray,12
Chinchou,Water Gun,17
Chinchou,Spark,20
Chinchou,Take Down,23
Chinchou,Electro Ball,28
Chinchou,Bubble Beam,31
Chinchou,Signal Beam,34
Chinchou,Discharge,39
Chinchou,Aqua Ring,42
Chinchou,Hydro Pump,45
Chinchou,Ion Deluge,47
Chinchou,Charge,50
Lanturn,Thunder Wave,6
Lanturn,Flail,9
Lanturn,Water Gun,12
Lanturn,Confuse Ray,17
Lanturn,Spark,20
Lanturn,Take Down,23
Lanturn,Spit Up,27
Lanturn,Stockpile,27
Lanturn,Swallow,27
Lanturn,Electro Ball,30
Lanturn,Bubble Beam,35
Lanturn,Signal Beam,40
Lanturn,Discharge,47
Lanturn,Aqua Ring,52
Lanturn,Hydro Pump,57
Lanturn,Ion Deluge,60
Lanturn,Charge,64
Carvanha,Bite,1
Carvanha,Leer,1
Carvanha,Rage,6
Carvanha,Focus Energy,8
Carvanha,Scary Face,11
Carvanha,Ice Fang,16
Carvanha,Screech,18
Carvanha,Swagger,21
Carvanha,Assurance,26
Carvanha,Crunch,28
Carvanha,Aqua Jet,31
Carvanha,Agility,36
Carvanha,Take Down,38
Sharpedo,Rage,6
Sharpedo,Focus Energy,8
Sharpedo,Scary Face,11
Sharpedo,Ice Fang,16
Sharpedo,Screech,18
Sharpedo,Swagger,21
Sharpedo,Assurance,26
Sharpedo,Crunch,28
Sharpedo,Slash,30
Sharpedo,Aqua Jet,34
Sharpedo,Taunt,40
Sharpedo,Agility,45
Sharpedo,Skull Bash,50
Sharpedo,Night Slash,56
Wingull,Growl,1
Wingull,Water Gun,1
Wingull,Supersonic,6
Wingull,Wing Attack,9
Wingull,Mist,14
Wingull,Water Pulse,17
Wingull,Quick Attack,22
Wingull,Roost,26
Wingull,Pursuit,30
Wingull,Air Cutter,33
Wingull,Agility,38
Wingull,Aerial Ace,42
Wingull,Air Slash,46
Wingull,Hurricane,49
Pelipper,Supersonic,6
Pelipper,Wing Attack,9
Pelipper,Mist,14
Pelipper,Water Pulse,17
Pelipper,Payback,22
Pelipper,Protect,25
Pelipper,Roost,28
Pelipper,Brine,34
Pelipper,Stockpile,39
Pelipper,Swallow,39
Pelipper,Spit Up,39
Pelipper,Fling,46
Pelipper,Tailwind,52
Pelipper,Hydro Pump,58
Pelipper,Hurricane,63
Ducklett,Water Gun,1
Ducklett,Water Sport,3
Ducklett,Defog,6
Ducklett,Wing Attack,9
Ducklett,Water Pulse,13
Ducklett,Aerial Ace,15
Ducklett,Bubble Beam,19
Ducklett,Feather Dance,21
Ducklett,Aqua Ring,24
Ducklett,Air Slash,27
Ducklett,Roost,30
Ducklett,Rain Dance,34
Ducklett,Tailwind,37
Ducklett,Brave Bird,41
Ducklett,Hurricane,46
Swanna,Water Sport,3
Swanna,Defog,6
Swanna,Wing Attack,9
Swanna,Water Pulse,13
Swanna,Aerial Ace,15
Swanna,Bubble Beam,19
Swanna,Feather Dance,21
Swanna,Aqua Ring,24
Swanna,Air Slash,27
Swanna,Roost,30
Swanna,Rain Dance,34
Swanna,Tailwind,40
Swanna,Brave Bird,47
Swanna,Hurricane,55
Tentacool,Poison Sting,1
Tentacool,Supersonic,5
Tentacool,Constrict,8
Tentacool,Acid,12
Tentacool,Toxic Spikes,15
Tentacool,Bubble Beam,19
Tentacool,Wrap,22
Tentacool,Acid Spray,26
Tentacool,Barrier,29
Tentacool,Water Pulse,33
Tentacool,Poison Jab,36
Tentacool,Screech,40
Tentacool,Hydro Pump,47
Tentacool,Sludge Wave,50
Tentacool,Wring Out,54
Tentacruel,Supersonic,5
Tentacruel,Constrict,8
Tentacruel,Acid,12
Tentacruel,Toxic Spikes,15
Tentacruel,Bubble Beam,19
Tentacruel,Wrap,22
Tentacruel,Barrier,26
Tentacruel,Water Pulse,29
Tentacruel,Poison Jab,36
Tentacruel,Screech,42
Tentacruel,Hex,47
Tentacruel,Hydro Pump,52
Tentacruel,Sludge Wave,56
Tentacruel,Wring Out,61
Frillish,Bubble,1
Frillish,Water Sport,1
Frillish,Absorb,5
Frillish,Night Shade,9
Frillish,Bubble Beam,13
Frillish,Recover,17
Frillish,Water Pulse,22
Frillish,Ominous Wind,27
Frillish,Brine,32
Frillish,Rain Dance,37
Frillish,Hex,43
Frillish,Hydro Pump,49
Frillish,Wring Out,55
Frillish,Water Spout,61
Jellicent,Absorb,5
Jellicent,Night Shade,9
Jellicent,Bubble Beam,13
Jellicent,Recover,17
Jellicent,Water Pulse,22
Jellicent,Ominous Wind,27
Jellicent,Brine,32
Jellicent,Rain Dance,37
Jellicent,Hex,45
Jellicent,Hydro Pump,53
Jellicent,Wring Out,61
Jellicent,Water Spout,69
Shellder,Tackle,1
Shellder,Withdraw,4
Shellder,Supersonic,8
Shellder,Icicle Spear,13
Shellder,Protect,16
Shellder,Leer,20
Shellder,Clamp,25
Shellder,Ice Shard,28
Shellder,Razor Shell,32
Shellder,Aurora Beam,37
Shellder,Whirlpool,40
Shellder,Brine,44
Shellder,Iron Defense,49
Shellder,Ice Beam,52
Shellder,Shell Smash,56
Shellder,Hydro Pump,61
Cloyster,Tackle,1
Cloyster,Withdraw,4
Cloyster,Supersonic,8
Cloyster,Icicle Spear,13
Cloyster,Protect,16
Cloyster,Leer,20
Cloyster,Clamp,25
Cloyster,Ice Shard,28
Cloyster,Razor Shell,32
Cloyster,Aurora Beam,37
Cloyster,Whirlpool,40
Cloyster,Brine,44
Cloyster,Iron Defense,49
Cloyster,Ice Beam,52
Cloyster,Shell Smash,56
Cloyster,Hydro Pump,61
Cloyster,Spike Cannon,13
Cloyster,Spikes,28
Cloyster,Icicle Crash,52
Krabby,Bubble,1
Krabby,Mud Sport,1
Krabby,Vice Grip,5
Krabby,Leer,9
Krabby,Harden,11
Krabby,Bubble Beam,15
Krabby,Mud Shot,19
Krabby,Metal Claw,21
Krabby,Stomp,25
Krabby,Protect,29
Krabby,Guillotine,31
Krabby,Slam,35
Krabby,Brine,39
Krabby,Crabhammer,41
Krabby,Flail,45
Kingler,Vice Grip,5
Kingler,Leer,9
Kingler,Harden,11
Kingler,Bubble Beam,15
Kingler,Mud Shot,19
Kingler,Metal Claw,21
Kingler,Stomp,25
Kingler,Protect,32
Kingler,Guillotine,37
Kingler,Slam,44
Kingler,Brine,51
Kingler,Crabhammer,56
Kingler,Flail,63
Corphish,Bubble,1
Corphish,Harden,7
Corphish,Vice Grip,10
Corphish,Leer,13
Corphish,Bubble Beam,20
Corphish,Protect,23
Corphish,Knock Off,26
Corphish,Taunt,32
Corphish,Night Slash,35
Corphish,Crabhammer,38
Corphish,Swords Dance,44
Corphish,Crunch,47
Corphish,Guillotine,53
Crawdaunt,Harden,7
Crawdaunt,Vice Grip,10
Crawdaunt,Leer,13
Crawdaunt,Bubble Beam,20
Crawdaunt,Protect,23
Crawdaunt,Knock Off,26
Crawdaunt,Swift,30
Crawdaunt,Taunt,34
Crawdaunt,Night Slash,39
Crawdaunt,Crabhammer,44
Crawdaunt,Swords Dance,52
Crawdaunt,Crunch,57
Crawdaunt,Guillotine,65
Staryu,Harden,1
Staryu,Tackle,1
Staryu,Water Gun,6
Staryu,Rapid Spin,10
Staryu,Recover,12
Staryu,Camouflage,15
Staryu,Swift,18
Staryu,Bubble Beam,22
Staryu,Minimize,25
Staryu,Gyro Ball,30
Staryu,Light Screen,33
Staryu,Brine,36
Staryu,Reflect Type,40
Staryu,Power Gem,43
Staryu,Cosmic Power,48
Staryu,Hydro Pump,52
Starmie,Harden,1
Starmie,Tackle,1
Starmie,Water Gun,6
Starmie,Rapid Spin,10
Starmie,Recover,12
Starmie,Camouflage,15
Starmie,Swift,18
Starmie,Bubble Beam,22
Starmie,Minimize,25
Starmie,Gyro Ball,30
Starmie,Light Screen,33
Starmie,Brine,36
Starmie,Reflect Type,40
Starmie,Power Gem,43
Starmie,Cosmic Power,48
Starmie,Hydro Pump,52
Starmie,Confuse Ray,22
Psyduck,Scratch,1
Psyduck,Water Sport,1
Psyduck,Tail Whip,4
Psyduck,Water Gun,8
Psyduck,Disable,11
Psyduck,Confusion,15
Psyduck,Water Pulse,18
Psyduck,Fury Swipes,22
Psyduck,Screech,25
Psyduck,Zen Headbutt,29
Psyduck,Aqua Tail,32
Psyduck,Soak,36
Psyduck,Psych Up,39
Psyduck,Amnesia,43
Psyduck,Hydro Pump,46
Psyduck,Wonder Room,50
Golduck,Tail Whip,4
Golduck,Water Gun,8
Golduck,Disable,11
Golduck,Confusion,15
Golduck,Water Pulse,18
Golduck,Fury Swipes,22
Golduck,Screech,25
Golduck,Zen Headbutt,29
Golduck,Aqua Tail,32
Golduck,Soak,38
Golduck,Psych Up,43
Golduck,Amnesia,49
Golduck,Hydro Pump,54
Golduck,Wonder Room,60
Wooper,Tail Whip,1
Wooper,Water Gun,1
Wooper,Mud Sport,5
Wooper,Mud Shot,9
Wooper,Slam,15
Wooper,Mud Bomb,19
Wooper,Amnesia,23
Wooper,Yawn,29
Wooper,Earthquake,33
Wooper,Rain Dance,37
Wooper,Haze,43
Wooper,Mist,43
Wooper,Muddy Water,47
Quagsire,Tail Whip,1
Quagsire,Water Gun,1
Quagsire,Mud Sport,5
Quagsire,Mud Shot,9
Quagsire,Slam,15
Quagsire,Mud Bomb,19
Quagsire,Amnesia,24
Quagsire,Yawn,31
Quagsire,Earthquake,36
Quagsire,Rain Dance,41
Quagsire,Haze,48
Quagsire,Mist,48
Quagsire,Muddy Water,53
Seel,Headbutt,1
Seel,Growl,3
Seel,Water Sport,7
Seel,Icy Wind,11
Seel,Encore,13
Seel,Ice Shard,17
Seel,Rest,21
Seel,Aqua Ring,23
Seel,Aurora Beam,27
Seel,Aqua Jet,31
Seel,Brine,33
Seel,Take Down,37
Seel,Dive,41
Seel,Aqua Tail,43
Seel,Ice Beam,47
Seel,Safeguard,51
Seel,Hail,53
Dewgong,Growl,3
Dewgong,Signal Beam,7
Dewgong,Icy Wind,11
Dewgong,Encore,13
Dewgong,Ice Shard,17
Dewgong,Rest,21
Dewgong,Aqua Ring,23
Dewgong,Aurora Beam,27
Dewgong,Aqua Jet,31
Dewgong,Brine,33
Dewgong,Sheer Cold,34
Dewgong,Take Down,39
Dewgong,Dive,45
Dewgong,Aqua Tail,49
Dewgong,Ice Beam,55
Dewgong,Safeguard,61
Dewgong,Hail,65
Shellos,Mud-Slap,1
Shellos,Mud Sport,2
Shellos,Harden,4
Shellos,Water Pulse,7
Shellos,Mud Bomb,11
Shellos,Hidden Power,16
Shellos,Rain Dance,22
Shellos,Body Slam,29
Shellos,Muddy Water,37
Shellos,Recover,46
Gastrodon,Mud Sport,2
Gastrodon,Harden,4
Gastrodon,Water Pulse,7
Gastrodon,Mud Bomb,11
Gastrodon,Hidden Power,16
Gastrodon,Rain Dance,22
Gastrodon,Body Slam,29
Gastrodon,Muddy Water,41
Gastrodon,Recover,54
Buizel,Sonic Boom,1
Buizel,Growl,4
Buizel,Water Sport,7
Buizel,Quick Attack,11
Buizel,Water Gun,15
Buizel,Pursuit,18
Buizel,Swift,21
Buizel,Aqua Jet,24
Buizel,Double Hit,27
Buizel,Whirlpool,31
Buizel,Razor Wind,35
Buizel,Aqua Tail,38
Buizel,Agility,41
Buizel,Hydro Pump,45
Floatzel,Growl,4
Floatzel,Water Sport,7
Floatzel,Quick Attack,11
Floatzel,Water Gun,15
Floatzel,Pursuit,18
Floatzel,Swift,21
Floatzel,Aqua Jet,24
Floatzel,Double Hit,29
Floatzel,Whirlpool,35
Floatzel,Razor Wind,41
Floatzel,Aqua Tail,46
Floatzel,Agility,51
Floatzel,Hydro Pump,57
Remoraid,Water Gun,1
Remoraid,Lock-On,6
Remoraid,Psybeam,10
Remoraid,Aurora Beam,14
Remoraid,Bubble Beam,18
Remoraid,Focus Energy,22
Remoraid,Water Pulse,26
Remoraid,Signal Beam,30
Remoraid,Ice Beam,34
Remoraid,Bullet Seed,38
Remoraid,Hydro Pump,42
Remoraid,Hyper Beam,46
Remoraid,Soak,50
Octillery,Constrict,6
Octillery,Psybeam,10
Octillery,Aurora Beam,14
Octillery,Bubble Beam,18
Octillery,Focus Energy,22
Octillery,Octazooka,25
Octillery,Wring Out,28
Octillery,Signal Beam,34
Octillery,Ice Beam,40
Octillery,Bullet Seed,46
Octillery,Hydro Pump,52
Octillery,Hyper Beam,58
Octillery,Soak,64
Mantyke,Bubble,1
Mantyke,Tackle,1
Mantyke,Supersonic,3
Mantyke,Bubble Beam,7
Mantyke,Confuse Ray,11
Mantyke,Wing Attack,14
Mantyke,Headbutt,16
Mantyke,Water Pulse,19
Mantyke,Wide Guard,23
Mantyke,Take Down,27
Mantyke,Agility,32
Mantyke,Air Slash,36
Mantyke,Aqua Ring,39
Mantyke,Bounce,46
Mantyke,Hydro Pump,49
Mantine,Supersonic,3
Mantine,Bubble Beam,7
Mantine,Confuse Ray,11
Mantine,Wing Attack,14
Mantine,Headbutt,16
Mantine,Water Pulse,19
Mantine,Wide Guard,23
Mantine,Take Down,27
Mantine,Agility,32
Mantine,Air Slash,36
Mantine,Aqua Ring,39
Mantine,Bounce,46
Mantine,Hydro Pump,49
Magikarp,Splash,1
Magikarp,Tackle,15
Magikarp,Flail,30
Gyarados,Bite,20
Gyarados,Dragon Rage,23
Gyarados,Leer,26
Gyarados,Twister,29
Gyarados,Ice Fang,32
Gyarados,Aqua Tail,35
Gyarados,Rain Dance,38
Gyarados,Hydro Pump,41
Gyarados,Dragon Dance,44
Gyarados,Hyper Beam,47
Feebas,Splash,1
Feebas,Tackle,15
Feebas,Flail,30
Milotic,Water Sport,5
Milotic,Refresh,9
Milotic,Water Pulse,13
Milotic,Twister,17
Milotic,Recover,21
Milotic,Captivate,25
Milotic,Aqua Tail,29
Milotic,Rain Dance,33
Milotic,Hydro Pump,37
Milotic,Attract,41
Milotic,Safeguard,45
Milotic,Aqua Ring,49
Wailmer,Splash,1
Wailmer,Growl,4
Wailmer,Water Gun,7
Wailmer,Rollout,11
Wailmer,Whirlpool,14
Wailmer,Astonish,17
Wailmer,Water Pulse,21
Wailmer,Mist,24
Wailmer,Rest,27
Wailmer,Brine,31
Wailmer,Water Spout,34
Wailmer,Amnesia,37
Wailmer,Dive,41
Wailmer,Bounce,44
Wailmer,Hydro Pump,47
Wailord,Growl,4
Wailord,Water Gun,7
Wailord,Rollout,11
Wailord,Whirlpool,14
Wailord,Astonish,17
Wailord,Water Pulse,21
Wailord,Mist,24
Wailord,Rest,27
Wailord,Brine,31
Wailord,Water Spout,34
Wailord,Amnesia,37
Wailord,Dive,46
Wailord,Bounce,54
Wailord,Hydro Pump,62
Wailord,Heavy Slam,70
Snorunt,Leer,1
Snorunt,Powder Snow,1
Snorunt,Double Team,4
Snorunt,Bite,10
Snorunt,Icy Wind,13
Snorunt,Headbutt,19
Snorunt,Protect,22
Snorunt,Ice Fang,28
Snorunt,Crunch,31
Snorunt,Ice Shard,37
Snorunt,Hail,40
Snorunt,Blizzard,46
Glalie,Double Team,4
Glalie,Bite,10
Glalie,Icy Wind,13
Glalie,Headbutt,19
Glalie,Protect,22
Glalie,Ice Fang,28
Glalie,Crunch,31
Glalie,Ice Beam,37
Glalie,Hail,40
Glalie,Blizzard,51
Glalie,Sheer Cold,59
Froslass,Double Team,4
Froslass,Astonish,10
Froslass,Icy Wind,13
Froslass,Confuse Ray,19
Froslass,Ominous Wind,22
Froslass,Wake-Up Slap,28
Froslass,Captivate,31
Froslass,Ice Shard,37
Froslass,Hail,40
Froslass,Blizzard,51
Froslass,Destiny Bond,59
Cubchoo,Powder Snow,1
Cubchoo,Growl,5
Cubchoo,Bide,9
Cubchoo,Icy Wind,13
Cubchoo,Play Nice,15
Cubchoo,Fury Swipes,17
Cubchoo,Brine,21
Cubchoo,Endure,25
Cubchoo,Charm,29
Cubchoo,Slash,33
Cubchoo,Flail,36
Cubchoo,Rest,41
Cubchoo,Blizzard,45
Cubchoo,Hail,49
Cubchoo,Thrash,53
Cubchoo,Sheer Cold,57
Beartic,Growl,5
Beartic,Play Nice,9
Beartic,Icy Wind,13
Beartic,Fury Swipes,17
Beartic,Brine,21
Beartic,Endure,25
Beartic,Swagger,29
Beartic,Slash,33
Beartic,Flail,36
Beartic,Icicle Crash,37
Beartic,Rest,41
Beartic,Blizzard,45
Beartic,Hail,53
Beartic,Thrash,59
Beartic,Sheer Cold,66
Voltorb,Charge,1
Voltorb,Tackle,5
Voltorb,Sonic Boom,8
Voltorb,Eerie Impulse,10
Voltorb,Spark,12
Voltorb,Rollout,15
Voltorb,Screech,19
Voltorb,Light Screen,22
Voltorb,Charge Beam,26
Voltorb,Electro Ball,29
Voltorb,Self-Destruct,33
Voltorb,Swift,36
Voltorb,Magnet Rise,40
Voltorb,Gyro Ball,43
Voltorb,Explosion,47
Voltorb,Mirror Coat,50
Electrode,Tackle,5
Electrode,Sonic Boom,8
Electrode,Eerie Impulse,8
Electrode,Spark,12
Electrode,Rollout,15
Electrode,Screech,19
Electrode,Light Screen,22
Electrode,Charge Beam,26
Electrode,Electro Ball,29
Electrode,Self-Destruct,35
Electrode,Swift,40
Electrode,Magnet Rise,46
Electrode,Gyro Ball,51
Electrode,Explosion,57
Electrode,Mirror Coat,62
Electrike,Tackle,1
Electrike,Thunder Wave,4
Electrike,Leer,9
Electrike,Howl,12
Electrike,Quick Attack,17
Electrike,Spark,20
Electrike,Odor Sleuth,25
Electrike,Bite,28
Electrike,Thunder Fang,33
Electrike,Roar,36
Electrike,Discharge,41
Electrike,Charge,44
Electrike,Wild Charge,49
Electrike,Thunder,52
Manectric,Thunder Wave,4
Manectric,Leer,9
Manectric,Howl,12
Manectric,Quick Attack,17
Manectric,Spark,20
Manectric,Odor Sleuth,25
Manectric,Bite,30
Manectric,Thunder Fang,37
Manectric,Roar,42
Manectric,Discharge,49
Manectric,Charge,54
Manectric,Wild Charge,61
Manectric,Thunder,66
Manectric,Electric Terrain,70
Blitzle,Quick Attack,1
Blitzle,Tail Whip,4
Blitzle,Charge,8
Blitzle,Shock Wave,11
Blitzle,Thunder Wave,15
