MoveID,Name,Type,Frequency,AC,DamageBase,Class,Range,Details,Contest,PageNum,TM
303,Acupressure,13,EOT,2,0,Status,"Melee, 1 Target or Self","Roll 1d6. On a result of 1, raise the target's Attack 2 Combat Stages. On a result of 2, raise the target's Defense 2 Combat Stages. On a result of 3, raise the target's Special Attack 2 Combat Stages. On a result of 4, raise the target's Special Defense 2 Combat Stages. On a result of 5, raise the target's Speed 2 Combat Stages. On a result of 6, raise the target's Accuracy by +2.",Cool - Get Ready!,360,
304,After You,13,At-Will,0,0,Status,"6, 1 Target","The target takes their turn for the round immediately after the user finishes their turn, ignoring Initiative. After You may only affect a target that has not yet acted that round and can only affect willing targets.",Smart - Desperation,360,
305,Assist,13,Scene x2,0,0,Status,Self,Randomly select another Pokémon on the user's roster and then randomly select a Move that Pokémon knows. Assist's user uses that Move immediately.,Cute - Tease,360,
306,Attract,13,Scene x2,2,0,Status,"3, 1 Target",Attract Infatuates the target if its gender is the opposite of the user's. Attract fails when used by or against Genderless targets.,Cute - Excitement,360,TM 45
307,Barrage,13,At-Will,4,2,Physical,"6, 1 Target, Five Strike",None,Tough - Reliable,360,
308,Baton Pass,13,At-Will,0,0,Status,Self,The user is replaced with another Pokémon from their trainer's roster. All Combat Stages and Coats on Baton Pass' user are transferred to the replacement. Baton Pass may be used to switch even if the user is Trapped.,Cute - Inversed Appeal,360,
309,Belly Drum,13,Scene,0,0,Status,Self,"The user gains +6 Attack Combat Stages, and loses Hit Points equal to ½ of their Max Hit Points.",Cute - Get Ready!,360,
310,Bestow,13,At-Will,0,0,Status,"Melee, 1 Target","The user gives its held item to the target, unless the target is already holding an item. Using Bestow is a Swift Action.",Cute - Attention Grabber,361,
311,Bide,13,Scene,0,0,Physical,"Burst 1, Friendly","The user may use Bide as a Priority Move upon being Hit by a Damaging Move. During their next available turn, the user may Shift and then use Bide, causing all Adjacent foes to lose X HP, where X is the amount of Damage taken since declaring use of Bide (Loss of life through effects such as Poison is not ‘Damage').",Tough - Double Time,361,
312,Bind,13,Static,0,0,Static,See Effect,"The user gains a +1 Bonus to Accuracy Checks to Struggle Attacks made to initiate Grapple Maneuvers, and +2 to Skill Checks made to initiate Grapple Maneuvers. Whenever the user ends their turn and is grappling a target, that target loses 1/10th of their Max Hit Points. All effects stack with Wrap and Clamp.",Tough - Safe Option,361,
313,Block,13,At-Will,2,0,Status,"Melee, 1 Target",The target is Stuck and Trapped until the beginning of your next turn.,Cute - Sabotage,361,
314,Body Slam,13,Scene x2,2,10,Physical,"Melee, 1 Target",Body Slam Paralyzes the target on 15+.,Tough - Steady Performance,361,
315,Boomburst,13,Scene,2,14,Special,"Burst 1, Sonic",None,Cool - Seen Nothing Yet,361,
316,Camouflage,13,EOT,0,0,Status,Self,"The user changes their Type to match the field. Forests and grassy areas change the user into Grass- Type. Watery areas change the user into Water-Type. Caves and Mountains could change the user into Rock- Type or Ground-Type. An icy terrain would turn the user into Ice-Type. A building may change the user into Steel-Type or Normal-Type. Weather affects what Type the user becomes. Use common sense, if you are having difficult determining what type the user should become, consult the GM. Grants Blender",Smart - Sabotage,361,
317,Captivate,13,Scene,2,0,Status,"Cone 2, Friendly",Captivate lowers the target's Special Attack 2 Combat Stages. Captivate may not affect something that is the same gender as the user or something that is genderless.,Beauty - Excitement,362,
318,Chip Away,13,EOT,2,7,Physical,"Melee, 1 Target","Ignore any Armor, Damage Reduction, or changes in the target's Defense or Special Defense (such as from Combat Stages) when calculating damage.",Tough - Reliable,362,
319,Comet Punch,13,At-Will,4,2,Physical,"Melee, 1 Target, Five Strike",None,Tough - Reliable,362,
320,Confide,13,At-Will,2,0,Status,"4, 1 Target",The target's Special Attack is lowered 1 Combat Stage.,Cute - Excitement,362,TM 100
321,Constrict,13,At-Will,2,1,Physical,"Melee, 1 Target","Constrict lowers the target's Speed 1 Combat Stage. Constrict may be used as a Swift Action against targets the user is Grappling, and automatically hits when performed this way.",Tough - Safe Option,362,
322,Conversion,13,At-Will,0,0,Status,Self,The user becomes the elemental Type of their choice as long as they have a Move that is the same elemental Type until the end of the encounter. Replace all other Types.,Beauty - Catching Up,362,
323,Conversion2,13,At-Will,0,0,Status,Self,The user becomes the elemental Type of their choice as long as the Type resists the elemental Type of the Move it last took damage from until the end of the encounter. Replace all other Types.,Beauty - Catching Up,362,
324,Copycat,13,Daily,0,0,Status,"4, 1 Target",Use the Move the target has used on their last turn. You may choose new targets for the Move. Copycat cannot miss.,Cool - Attention Grabber,362,
325,Covet,13,At-Will,2,6,Physical,"Melee, 1 Target","Covet takes the target's held item and attaches it to Covet's user, if the user is not holding anything.",Cute - Attention Grabber,363,
326,Crush Claw,13,EOT,3,7,Physical,"Melee, 1 Target, Dash",Crush Claw lowers the target's Defense 1 Combat Stage on Even-Numbered Rolls.,Cool - Steady Performance,363,
327,Crush Grip,13,Scene,2,12,Physical,"Melee, 1 Target","For every 10% the target is below their full Hit Points, Crush Grip's Damage Base is reduced by 1.",Tough - Double Time,363,
328,Cut,13,At-Will,3,5,Physical,"Melee, Pass",Cut ignores up to 5 Damage Reduction (Defenses are not Damage Reduction).,Cool - Steady Performance,363,HM 01
329,Defense Curl,13,At-Will,0,0,Status,Self,"The user becomes Curled Up. While Curled Up, the user becomes immune to Critical Hits and gains 10 Damage Reduction. However, while Curled Up, the user is Slowed and their Accuracy is lowered by -4. The user may stop being Curled Up as a Swift Action. If the user has Rollout or Ice Ball in their Move List, they do not become Slowed while Curled Up. Furthermore, when using the Moves Rollout or Ice Ball while Curled Up, the user gains a +10 bonus to the damage rolls of those Moves and does not suffer Accuracy Penalties from being Curled Up.",Cute - Sabotage,363,
330,Disable,13,Scene,0,0,Status,"1 Target, Trigger",Spite may be used as a Free Action that does not take up a Command whenever the user is hit by a Move. That Move becomes Disabled for the attacker.,Smart - Excitement,363,
331,Dizzy Punch,13,At-Will,2,7,Physical,"Melee, 1 Target",Dizzy Punch Confuses the target on 17+,Cool - Inversed Appeal,363,
332,Double Hit,13,EOT,3,4,Physical,"Melee, 1 Target, Double Strike",None,Smart - Reliable,364,
333,Double Team,13,Scene,0,0,Status,"Self, Illusion, Coat",The user gains 3 activations of Double Team. The user may either activate Double Team when being targeted by an attack to increase their Evasion by +2 against that attack; or when making an attack to increase their Accuracy by +2 for that attack.,Cool - Reliable,364,TM 32
334,Double-Edge,13,Scene x2,2,12,Physical,"Melee, 1 Target, Dash, Recoil 1/3",None,Tough - Big Show,364,
335,Double Slap,13,At-Will,4,2,Physical,"Melee, 1 Target, Five Strike",None,Tough - Reliable,364,
336,Echoed Voice,13,EOT,2,4,Special,"3, 1 Target","If Echoed Voice was used by any Pokémon or Trainer in the Encounter on the previous round, increase its Damage Base by +4. If Echoed Voice was used by any Pokémon or Trainers two rounds ago, increase its Damage Base by +8.",Smart - Reliable,364,TM 49
337,Egg Bomb,13,Scene x2,6,10,Physical,"5, Blast 2",None.,Tough - Steady Performance,364,
338,Encore,13,Scene x2,2,0,Status,"4, 1 Target","Roll 1d6. On a result of 1 or 2, the target becomes Confused; on a result of 3 or 4 the target becomes Suppressed; on a result of 5 or 6 the target becomes Enraged.",Cute - Good Show!,364,
339,Endeavor,13,Scene,2,0,Physical,"Melee, 1 Target, Dash",The target loses 1/10th of its current Hit Points for each Injury the user has.,Tough - Double Time,364,
340,Endure,13,Daily,0,0,Status,"Self, Reaction, Trigger","If the user is hit by a damaging Move, you may use Endure as a Free Action. If the Move would bring Endure's user down to 0 Hit Points or less, Endure's user instead is set to 1 Hit Point.",Tough - Sabotage,365,
341,Entrainment,13,Scene,2,0,Status,"4, 1 Target",The target gains one of the user's Abilities for 3 turns.,Cute - Catching Up,365,
342,Explosion,13,Daily,2,25,Physical,Burst 2,The user's Hit Points are set to -50% of their full Hit Point value. This Hit Point loss cannot be prevented or reduced in any way. The user's loyalty toward its trainer may be lowered.,Beauty - Big Show,365,TM 64
343,Extreme Speed,13,EOT,2,8,Physical,"Melee, 1 Target, Dash, Priority","Priority - If the user has not yet taken their turn that round, Extreme Speed may be declared during a foe's turn to immediately take your turn and use Extreme Speed.",Cool - Saving Grace,365,
344,Facade,13,EOT,2,7,Physical,"Melee, 1 Target","If the user is afflicted with a Persistent Status effect, Façade's Damage Base is doubled to DB 14 (4d10+15 / 40).",Cute - Double Time,365,TM 42
345,Fake Out,13,At-Will,2,4,Physical,"Melee, 1 Target, Priority","Priority - You may only use Fake Out with Priority upon joining an encounter; if you do, Fake Out Flinches the target. Switching out resets the requirement of joining an encounter.",Cute - Exhausting Act,365,
346,False Swipe,13,At-Will,2,4,Physical,"Melee, Pass",False Swipe's damage cannot bring a target lower than 1 Hit Point.,Cool - Inversed Appeal,365,TM 54
347,Feint,13,Scene,0,0,Status,Trigger,"If a foe uses a Move with the Shield Keyword in response to one of your actions, you may activate Feint to cause the triggering Move to Fail. Feint is activated as a Free Action that does not consume a Command.",Beauty - Inversed Appeal,365,
348,Flail,13,EOT,2,7,Physical,"Melee, 1 Target","For each Injury the user has, Flail's Damage Base is increased by +1.",Cute - Double Time,366,
349,Flash,13,EOT,2,0,Status,Cone 2,The Accuracy of all Legal Targets is lowered by -1. Grants Glow,Beauty - Unsettling,366,TM 70
350,Focus Energy,13,At-Will,0,0,Status,Self,"The user becomes Pumped. While Pumped, the user's Critical Range is extended by 3, or 17-20 if the Critical Range is not otherwise extended. Being switched will cause this effect to end.",Cool - Get Ready!,366,
351,Follow Me,13,Scene,0,0,Status,Burst 5,"Until the end of the user's next turn, all Foes must target the user when using a Move that targets their opponents. This effect ends if the user is Fainted or Switched out.",Cute - Tease,366,
352,Foresight,13,Scene x2,0,0,Status,"Self, Swift Action","Foresight may be activated as a Swift Action on the user's turn. For the rest of the turn, the user's Normal-Type and Fighting-Type Moves can hit and affect Ghost-Type targets, and the user can see through the Illusion Ability, Moves with the Illusion keyword, and effects created by the Illusionist Capability, ignoring all effects from those.",Smart - Good Show!,366,
353,Frustration,13,At-Will,2,0,Physical,"Melee, 1 Target",Frustration's Damage Base is equal to 9 minus the user's Loyalty Value. Using Frustration may make your Pokémon dislike you.,Cute - Desperation,366,TM 21
354,Fury Attack,13,At-Will,4,2,Physical,"Melee, 1 Target, Five Strike",None,Cool - Reliable,366,
355,Fury Swipes,13,EOT,5,3,Physical,"Melee, 1 Target, Five Strike",None,Tough - Reliable,366,
356,Giga Impact,13,Daily x2,4,15,Physical,"Melee, 1 Target, Dash, Exhaust, Smite",None,Beauty - Seen Nothing Yet,367,TM 68
357,Glare,13,Scene x2,2,0,Status,"4, 1 Target",Glare Paralyzes the target.,Tough - Excitement,367,
358,Growl,13,At-Will,2,0,Status,"Burst 1, Friendly, Sonic",Growl lowers all Legal Targets Attack 1 Combat Stage.,Cute - Excitement,367,
359,Growth,13,EOT,0,0,Status,Self,"Raise the user's Attack 1 Combat Stage and raise the user's Special Attack 1 Combat Stage. If it is Sunny, double the amount of Combat Stages gained. Grants Inflatable",Beauty - Get Ready!,367,
360,Guillotine,13,Daily,0,0,Status,"Melee, 1 Target, Execute","Roll 1d100. This roll may not be modified in any way. If you roll X or lower, the target Faints. X is equal to 30 + The User's Level - The Target's Level.",Cool - Big Show,367,
361,Harden,13,At-Will,0,0,Status,Self,Raise the user's Defense 1 Combat Stage.,Tough - Sabotage,367,
362,Headbutt,13,EOT,2,7,Physical,"Melee, 1 Target",Headbutt Flinches the target on 15+.,Tough - Steady Performance,367,
363,Head Charge,13,Scene x2,2,12,Physical,"Melee, 1 Target, Push, Recoil 1/3",The target is Pushed back 2 meters.,Tough - Steady Performance,367,
364,Heal Bell,13,Scene,0,0,Status,"Burst 3, Sonic",All targets are cured of any Persistent Status ailments.,Beauty - Reflective Appeal,368,
365,Helping Hand,13,EOT,0,0,Status,"4, 1 Target, Priority","Priority - If the user has not yet taken their turn that round, Helping Hand may be declared during an Ally's turn, before they make any rolls, to immediately take your turn and use Helping Hand. Helping Hand grants the target +2 on their next Accuracy Roll this round, and +10 to the next Damage Roll this round.",Smart - Good Show!,368,
366,Hidden Power,13,EOT,2,6,Special,Burst 1,"When a Pokémon first obtains the Move Hidden Power, roll 1d20. Hidden Power's Elemental Type will be changed from Normal to Bug on a result of 1; Dark on 2; Dragon on 3; Electric on 4; Fairy on 5; Fighting on 6; Fire on 7; Flying on 8; Ghost on 9; Grass on 10; Ground on 11; Ice on 12; Normal on 13; Poison on 14; Psychic on 15; Rock on 16; Steel on 17; Water on 18; and on 19 or 20, reroll until you roll another number. This effect is permanent –if Hidden Power is forgotten and relearned, the chosen Type remains the same.",Smart - Catching Up,368,TM 10
367,Horn Attack,13,At-Will,2,7,Physical,"Melee, 1 Target, Dash",None,Cool - Steady Performance,368,
368,Horn Drill,13,Daily,0,0,Status,"Melee, 1 Target, Execute","Roll 1d100. This roll may not be modified in any way. If you roll X or lower, the target Faints. X is equal to 30 + The User's Level - The Target's Level.",Cool - Big Show,368,
369,Howl,13,At-Will,0,0,Status,Self,Raise the user's Attack 1 Combat stage.,Cool - Get Ready!,368,
370,Hyper Beam,13,Daily x2,4,15,Special,"10, 1 Target, Exhaust, Smite",None,Cool - Seen Nothing Yet,368,TM 15
371,Hyper Fang,13,At-Will,4,8,Physical,"Melee, 1 Target",Hyper Fang Flinches the target on 19+,Cool - Desperation,369,
372,Hyper Voice,13,Scene x2,2,9,Special,"Close Blast 3, Sonic, Smite","All Legal Targets are pushed back to the squares immediately outside the blast, away from the user.",Cool - Steady Performance,369,
373,Judgment,13,Daily,2,10,Special,"6, Ranged Blast 3, Smite",Judgment's Type can be whatever Elemental Type the user wants it to be.,Smart - Tease,369,
374,Last Resort,13,At-Will,2,14,Special,"Melee, 1 Target, Dash","Last Resort can only be used after the user has performed 5 other different Moves in its Move List during a single fight, without being switched out.",Cute - Safe Option,369,
375,Leer,13,At-Will,2,0,Status,"Cone 2, Friendly",The target's Defense is lowered 1 Combat Stage.,Cool - Excitement,369,
376,Lock-On,13,At-Will,0,0,Status,"10, 1 Target","The target is Locked-On. The next Move that the user uses against the Target that requires an Accuracy Check cannot miss. Lock-On's effect, on both the User and Target, is passed on by Baton Pass.",Smart - Good Show!,369,
377,Lucky Chant,13,Scene,0,0,Status,Blessing,"Blessing – Any user affected by Lucky Chant may activate it when receiving a Critical Hit to cause the attack to instead deal damage as if it was not a Critical Hit. Lucky Chant may be activated 3 times, and then disappears.",Cute - Sabotage,369,
378,Me First,13,Scene,0,0,Status,"Self, Trigger, Interrupt","If an opponent declares a Damaging Attack against the user, and Me First's user has a higher Speed stat then the target, the user may use Me First as an Interrupt. The User will then use the same Move the triggering foe was about to use on that foe.",Cute - Saving Grace,369,
379,Mean Look,13,Scene,0,0,Status,"6, 1 Target","The user casts a foul spell on the target, causing it to become Trapped and Slowed for the remainder of the encounter.",Beauty - Unsettling,370,
380,Mega Kick,13,Scene x2,6,12,Physical,"Melee, 1 Target, Dash, Push, Smite",The target is Pushed 2 meters.,Cool - Desperation,370,
381,Mega Punch,13,At Will,4,8,Physical,"Melee, 1 Target",None,Tough - Desperation,370,
382,Metronome,13,Scene x2,0,0,Status,Self,"Metronome randomly uses any other Move except for After You, Assist, Bestow, Copycat, Counter, Covet, Crafty Shield, Destiny Bond, Detect, Endure, Feint, Focus Punch, Follow Me, Helping Hand, King's Shield, Metronome, Me First, Mimic, Mirror Coat, Mirror Move, Protect, Quash, Quick Guard, Rage Powder, Sketch, Sleep Talk, Snatch, Snore, Spiky Shield, Switcheroo, Thief, Transform, Trick, and Wide Guard. The GM helps to pick the random Move.",Cute - Tease,370,
383,Milk Drink,13,Daily x2,0,0,Status,"Melee, 1 Target",The target regains Hit Points equal to half of its full Hit Point value. The user may target themselves with Milk Drink.,Cute - Reflective Appeal,370,
384,Mimic,13,Scene,0,0,Status,"6, 1 Target","Choose a Move that the target has used during the encounter. For the remainder of the encounter, that Move replaces Mimic on the user's Move List. Mimic cannot miss.",Cute - Attention Grabber,370,
385,Mind Reader,13,Scene,0,0,Status,"6, 1 Target","The target becomes Read to the user until the end of the user's next turn. The user may end this effect when making an Attack on the user, causing that attack to automatically hit; OR when the Read target uses an Attack against the user, causing that attack to automatically miss. If the user has the Telepathy Capability, the user automatically succeeds on a mind- reading attempt against the target, and may listen to the target's surface thoughts as long as they remain Read. Mind Reader automatically misses against targets with the Mindlock Capability.",Smart - Good Show!,371,
386,Minimize,13,Scene,0,0,Status,Self,"The user gains +4 Evasion, and user's size is lowered to Small for the remainder of the encounter. Grants Shrinkable",Cute - Sabotage,371,
387,Morning Sun,13,Daily x2,0,0,Status,Self,"The user regains Hit Points equal to half of its full Hit Point value. If it is Sunny, the user gains 2/3 of its full Hit Point value. If it is Rainy, Sand Storming or Hailing the user gains 1/4 of their full Hit Point value.",Beauty - Reflective Appeal,371,
388,Natural Gift,13,Scene,2,0,Special,"6, 1 Target, Berry",Refer to the Move Keywords Berry list. Natural Gift deals damage according to the Berry list and Natural Gift's Type is also defined there. The user's Berry is destroyed and is not consumed.,Cool - Desperation,371,
389,Nature Power,13,EOT,0,0,Status,See Effect,Nature Power uses a Move defined by the Environ keyword.,Beauty - Tease,371,TM 96
390,Noble Roar,13,EOT,2,0,Status,"Burst 1, Sonic, Friendly",Noble Roar lowers all targets' Attack and Special Attack by 1 Combat Stage.,Cool - Excitement,371,
391,Odor Sleuth,13,Scene x2,0,0,Status,"Self, Swift Action","Odor Sleuth may be activated as a Swift Action on the user's turn. For the rest of the turn, the user's Normal-Type and Fighting-Type Moves can hit and affect Ghost-Type targets, and the user can see through the Illusion Ability, Moves with the Illusion keyword, and effects created by the Illusionist Capability, ignoring all effects from those. Grants Tracker",Smart - Good Show!,372,
392,Pain Split,13,Daily x2,0,0,Status,"4, 1 Target","The user and the target both lose ½ of their current Hit Points. Add the amount of Hit Points the user and the target lost together, and divide the value by 2. Both the target and the user gain Hit Points equal to this value. Do not add Injuries from Pain Split from Hit Point Markers until the full effect of the Move has been resolved. Pain Split never causes Massive Damage. Hit Point loss from Pain Split cannot be prevented in any way",Smart - Unsettling,372,
393,Pay Day,13,Daily,2,4,Physical,Cone 2,"Pay Day scatters metal coins equal in value to 1d8 times the user's level. If it is a trainer battle, the winner of the battle gets to pick up the coins.",Smart - Catching Up,372,
394,Perish Song,13,Daily,0,0,Status,"Burst 15, Sonic","Perish Song cannot miss. Perish Song can affect only Pokémon. All targets, including the user, receive a Perish Count of 3. At the beginning of each of the target's turns, their Perish count is lowered by 1. Once a Perish Count reaches 0, set the Pokémon's Hit Points to 0. A Perish Count disappears if a Pokémon returns to their Poké Ball, Takes a Breather, or is knocked out. Perish Song never causes Massive Damage.",Beauty - Unsettling,372,
395,Play Nice,13,At-Will,2,0,Status,"6, 1 Target",Play Nice lowers the target's Attack by 1 Combat Stage.,Cute - Excitement,372,
396,Pound,13,At-Will,2,4,Physical,"Melee, 1 Target",None,Tough - Steady Performance,372,
397,Present,13,EOT,3,0,Physical,"4, 1 Target","Roll 1d6; Present has a Damage Base equal to twice the result. On a result of 1, instead of taking damage, the target gains 20 Hit Points.",Cute - Inversed Appeal,373,
398,Protect,13,Scene,0,0,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by a Move, the user may use Protect. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move's effects.",Cute - Inversed Appeal,373,TM 17
399,Psych Up,13,Scene,0,0,Status,"6, 1 Target",The user's Combat Stages are changed to match the target's Combat Stages. Psych Up cannot miss.,Smart - Get Ready!,373,TM 77
400,Quick Attack,13,At-Will,2,4,Physical,"Melee, 1 Target, Priority","Priority - If the user has not yet taken their turn that round, Quick Attack may be declared during a foe's turn to immediately take your turn and use Quick Attack.",Cool - Saving Grace,373,
401,Rage,13,At-Will,2,2,Physical,"Melee, 1 Target, Spirit Surge","The user becomes Enraged. Until the end of the user's next turn, if the user is Enraged, the user gains +1 Attack Combat Stage whenever they are damaged by an Damaging Move or Attack.",Cool - Get Ready!,373,
402,Rapid Spin,13,At-Will,2,2,Physical,"Melee, 1 Target, Spirit Surge","Rapid Spin destroys all Hazards within 5 meters, removes Leech Seeds, and removes the user's Trapped or Stuck status.",Cool - Exhausting Act,373,
403,Razor Wind,13,EOT,2,8,Special,"10, 3 Targets, Set-Up","Set-Up Effect: The user may not shift this round. The user whips up a whirlwind around themselves, granting +2 Evasion until the end of their next turn, and destroying any Smokescreen or Hazards on any squares they are standing on and in all squares adjacent to them. Resolution Effect: The user attacks with Razor Wind. Razor Wind is a Critical Hit on 18+.",Cool - Special Attention,373,
404,Recover,13,Daily x2,0,0,Status,Self,The user regains Hit Points equal to half of its full Hit Point value.,Smart - Reflective Appeal,374,
405,Recycle,13,Scene,0,0,Status,Self,The effect of a consumable item used earlier in the encounter is used again as if it had not been destroyed. The item is still gone.,Smart - Attention Grabber,374,
406,Reflect Type,13,Scene,2,0,Status,"Melee, 1 Target",Reflect Type changes one of the user's Types into one Type of your choice that the target has for the rest of the scene.,Beauty - Attention Grabber,374,
407,Refresh,13,Scene x2,0,0,Status,Self,"The user is cured of all Poison, Burns, and Paralysis.",Cute - Reflective Appeal,374,
408,Relic Song,13,Scene,2,8,Special,"Burst 3, Friendly, Sonic","All Legal Targets fall Asleep on 16+. As long as Meloetta knows Relic Song, it may change between Aria Form and Step Form as a Swift Action when using Relic Song, or as a Standard Action otherwise. Both Aria and Step Form must be statted with the same HP Stat.",Beauty - Excitement,374,
409,Retaliate,13,Scene x2,2,7,Physical,"Melee, 1 Target",Retaliate's Damage Base is doubled to DB 14 (4d10+15 / 40) if an ally has been Fainted by a Damaging Move used by the Target in the last 2 rounds of Combat.,Cool - Steady Performance,374,TM 67
410,Return,13,At-Will,2,0,Physical,"Melee, 1 Target",Return's Damage Base is equal to 3 plus the user's Loyalty Value.,Cute - Exhausting Act,374,TM 27
411,Roar,13,Scene,2,0,Status,"Burst 1, Sonic","When declaring Roar, the user does nothing and may not Shift. At the end of the round, the user Shifts and uses Roar. Targets hit by Roar immediately Shift away from the target using their highest usable movement capability, and towards their Trainer if possible. If the target is an owned Pokémon and ends this shift within 6 meters of their Poké Ball, they are immediately recalled to their Poké Ball. If that Trainer sends out a replacement, they do not lose their Command action.",Cool - Excitement,375,TM 05
412,Rock Climb,13,At-Will,5,8,Physical,"Melee, 1 Target, Dash",Rock Climb Confuses the target on 17+.,Cool - Desperation,375,
413,Round,13,EOT,2,0,Special,"Burst 1, Sonic","Round's Damage Base is equal to 6, plus +2 more for each use of Round by any Trainer or Pokémon this round, up to a maximum of DB12.",Tough - Reliable,375,TM 48
414,Safeguard,13,Scene,0,0,Status,Blessing,"Blessing – Any user affected by Safeguard may activate it when receiving a Status Ailment to instead not gain that Status Ailment. Safeguard may be activated 3 times, and then disappears.",Beauty - Sabotage,375,TM 20
415,Scary Face,13,EOT,2,0,Status,"4, 1 Target",The target's Speed is lowered 2 Combat Stages.,Tough - Desperation,375,
416,Scratch,13,At-Will,2,4,Physical,"Melee, Pass",None,Tough - Steady Performance,375,
417,Screech,13,EOT,4,0,Status,"Burst 2, Friendly, Sonic",All Legal Targets have their Defense lowered 2 Combat Stages.,Smart - Unsettling,375,
418,Secret Power,13,At-Will,2,7,Special,"4, 1 Target, Environ",Secret Power's effect depends on Environ. Secret Power's effect activates on 17+.,Smart - Tease,376,
419,Self-Destruct,13,Daily,2,20,Physical,Burst 3,The user's Hit Points are set to -50% of their full Hit Point value. This Hit Point loss may not be prevented or reduced in any way. The user's loyalty toward its trainer may be lowered.,Beauty - Big Show,376,
420,Sharpen,13,At-Will,0,0,Status,Self,Raise the user's Attack 1 Combat Stage.,Cute - Get Ready!,376,
421,Shell Smash,13,Scene,0,0,Status,Self,"Raise the user's Attack 2 Combat Stages, raise the user's Special Attack 2 Combat Stages and raise the user's Speed 2 Combat Stages Lower the user's Defense 1 Combat Stage and lower the user's Special Defense 1 Combat Stage.",Tough - Get Ready!,376,
422,Simple Beam,13,Scene,2,0,Status,"6, 1 Target",You choose one of the target's Abilities. Simple Beam changes that Ability to Simple for the remainder of the encounter.,Beauty - Steady Performance,376,
423,Sing,13,Scene,10,0,Status,"Burst 2, Friendly, Sonic","All legal Targets fall Asleep. On a miss, Sing instead causes targets to become Slowed and suffer a -2 penalty to their Evasion until the end of the user's next turn.",Cute - Excitement,376,
424,Sketch,13,Daily,0,0,Status,"15, 1 Target","Sketch cannot miss. Once Sketch has been used, remove Sketch from the user's Move list. The last Move that the target used is added to the user's Move list permanently. Sketch may not be Interrupted or Intercepted.",Smart - Catching Up,376,
425,Skull Bash,13,Scene x2,2,13,Physical,"Melee, 1 Target, Dash, Push, Set-Up",Set-Up Effect: The use gains +1 Defense CS. Resolution Effect: The user may attack with Skull Bash. The target is pushed 3 meters.,Tough - Special Attention,376,
426,Slack Off,13,Daily x2,0,0,Status,Self,The user regains Hit Points equal to half of its full Hit Points.,Cute - Reflective Appeal,377,
427,Slam,13,At-Will,6,8,Physical,"Melee, 1 Target, Dash",None,Tough - Steady Performance,377,
428,Slash,13,EOT,2,7,Physical,"Melee, Pass",Slash is a Critical Hit on 18+.,Cool - Steady Performance,377,
429,Sleep Talk,13,Scene,0,0,Status,Self,"Select another of the user's Moves at random; this turn, the user may Shift and use that Move despite being Asleep. Sleep Talk can be only be used by Sleeping targets.",Cute - Steady Performance,377,TM 88
430,Smelling Salts,13,Scene x2,2,7,Physical,"Melee, 1 Target","If the target is Paralyzed, Smelling Salt's Damage Base is doubled, and cures the target of Paralysis.",Smart - Unsettling,377,
431,Smokescreen,13,EOT,0,0,Status,"5, Ranged Blast 3","Smokescreen creates a blast of Smoke that covers the target area; the Smoke persists until the end of the encounter, or until Defog or Whirlwind are used. All targets attacking from or into the Smoke receive a -3 penalty to Accuracy.",Smart - Unsettling,377,
432,Snore,13,EOT,2,5,Special,"Burst 1, Sonic",Snore Flinches all legal targets on 15+. Snore may be used by Sleeping users.,Cute - Steady Performance,377,
433,Soft-Boiled,13,Daily x2,0,0,Status,"Melee, 1 Target",The target regains Hit Points equal to half of its full Hit Points. The user may target themselves with Soft-Boiled.,Beauty - Reflective Appeal,377,
434,Sonic Boom,13,EOT,6,0,Special,"8, 1 Target","Sonic Boom causes the target to lose 15 Hit Points. Sonic Boom is Special and interacts with other moves and effects as such ( Special Evasion may be applied to avoid it, Mirror Coat can reflect it, etc. )",Cool - Steady Performance,378,
435,Spike Cannon,13,EOT,4,3,Physical,"6, 1 Target, Five Strike",None,Cool - Reliable,378,
436,Spit Up,13,Scene,2,0,Special,"4, 1 Target","For each Stockpiled Count the user has, Spit Up's Damage Base is increased by +8. If the user has no Stockpiled count, Spit Up cannot be used.",Tough - Desperation,378,
437,Splash,13,At-Will,0,0,Status,Self,The user jumps a number of meters equal to their Acrobatics Rank doubled.,Cute - Inversed Appeal,378,
438,Stockpile,13,EOT,0,0,Status,Self,"The user adds 1 to their Stockpiled count to a maximum of 3. For each number a Stockpiled count is above 0, raise the user's Defense 1 Combat Stage and raise the user's Special Defense 1 Combat Stage. If a Stockpiled count is set to 0, the Combat Stages gained from the Stockpiled count are removed.",Tough - Get Ready!,378,
439,Stomp,13,EOT,2,7,Physical,"Melee, 1 Target","Stomp Flinches the target on 15+. If the target is at least one size category smaller than the user, Stomp deals an additional 10 damage.",Tough - Steady Performance,378,
440,Strength,13,EOT,4,8,Physical,"Melee, 1 Target, Push",The target is Pushed 2 meters. Grants +1 Power,Tough - Steady Performance,378,HM 04
